DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
155.5329374,10,2213,9000,42.28588778,-83.74325861,58.59999847,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-14.5,100,382.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,9500,42.28588778,-83.74325861,59.13999939,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-14.5,100,382.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,9600,42.28588778,-83.74325861,59.13999939,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-3,100,382.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,9900,42.28588778,-83.74325861,59.13999939,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-3,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,10500,42.28588778,-83.74325861,59.20999908,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-3,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,10700,42.28588778,-83.74325861,59.20999908,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,1,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,11600,42.28588778,-83.74325861,59.5,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,1,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,11700,42.28588778,-83.74325861,59.5,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,0,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,12600,42.28588778,-83.74325861,60.07999802,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,0,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,12800,42.28588778,-83.74325861,60.07999802,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,13000,42.28630861,-83.74334972,60.07999802,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,13600,42.28630861,-83.74334972,60.97999954,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,13800,42.28630861,-83.74334972,60.97999954,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,1,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,14700,42.28630861,-83.74334972,61.37999725,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,1,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,14800,42.28630861,-83.74334972,61.37999725,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-2.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,14900,42.28630861,-83.74334972,61.37999725,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-2.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,15100,42.28659167,-83.74334222,61.37999725,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-2.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,15700,42.28659167,-83.74334222,62.05999756,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-2.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,16700,42.28659167,-83.74334222,62.21999741,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-2.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,16900,42.28659167,-83.74334222,62.21999741,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,6,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,17800,42.28659167,-83.74334222,62.16999817,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,6,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,18800,42.28659167,-83.74334222,61.70999908,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,6,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,19000,42.28708556,-83.74306472,61.70999908,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-1.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,19700,42.28708556,-83.74306472,61.70999908,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-1.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,19900,42.28708556,-83.74306472,60.64999771,NaN,NaN,NaN,-2.5,NaN,NaN,1050,1250,-1.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,20000,42.28708556,-83.74306472,60.64999771,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-12,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,20900,42.28708556,-83.74306472,58.97999954,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-12,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,21100,42.28708556,-83.74306472,58.97999954,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-38.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,22000,42.28737861,-83.74265722,57.82999802,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-38.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,22100,42.28737861,-83.74265722,57.82999802,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,23000,42.28737861,-83.74265722,57.48999786,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,23200,42.28737861,-83.74265722,57.48999786,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-36,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,24000,42.28737861,-83.74265722,57.70999908,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-36,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,24200,42.28737861,-83.74265722,57.70999908,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-41.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,25000,42.28737861,-83.74265722,57.70999908,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-41.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,25100,42.28763444,-83.74227,58.95999908,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-41.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,25200,42.28763444,-83.74227,58.95999908,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-45.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,26100,42.28763444,-83.74227,60.00999832,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-45.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,26300,42.28763444,-83.74227,60.00999832,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-44.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,27200,42.28763444,-83.74227,61.29999924,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-44.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,27300,42.28763444,-83.74227,61.29999924,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-36,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,28000,42.2879,-83.74185611,61.29999924,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-36,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,28200,42.2879,-83.74185611,62.8599968,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-36,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,28400,42.2879,-83.74185611,62.8599968,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-34.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,29200,42.2879,-83.74185611,64.5,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-34.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,29400,42.2879,-83.74185611,64.5,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-21.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,30000,42.2879,-83.74185611,64.5,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-21.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,30300,42.2879,-83.74185611,66.31999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-21.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,30400,42.2879,-83.74185611,66.31999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,31100,42.2881725,-83.74135611,66.31999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,31300,42.2881725,-83.74135611,67.34999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,31500,42.2881725,-83.74135611,67.34999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-6,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,32400,42.2881725,-83.74135611,68.36000061,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-6,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,33400,42.2881725,-83.74135611,69.19999695,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-6,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,33600,42.2881725,-83.74135611,69.19999695,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-7.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,34100,42.28844361,-83.74080694,69.19999695,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-7.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,34500,42.28844361,-83.74080694,69.84999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-7.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,34700,42.28844361,-83.74080694,69.84999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-4.5,100,383,NaN,NaN,NaN,NaN
155.5329374,10,2213,35100,42.28844361,-83.74080694,69.84999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-4.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,35600,42.28844361,-83.74080694,70.26000214,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-4.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,35800,42.28844361,-83.74080694,70.26000214,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-5.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,36600,42.28844361,-83.74080694,70.34999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-5.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,37000,42.28873111,-83.74023167,70.34999847,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-5.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,37700,42.28873111,-83.74023167,69.76000214,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-5.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,37800,42.28873111,-83.74023167,69.76000214,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,3,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,38700,42.28873111,-83.74023167,68.61999512,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,3,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,38900,42.28873111,-83.74023167,68.61999512,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,7.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,39800,42.28873111,-83.74023167,66.77999878,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,7.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,39900,42.28873111,-83.74023167,66.77999878,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,8.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,40000,42.28902333,-83.73964111,66.77999878,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,8.5,100,386,NaN,NaN,NaN,NaN
155.5329374,10,2213,40100,42.28902333,-83.73964111,66.77999878,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,8.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,40800,42.28902333,-83.73964111,64.58999634,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,8.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,40900,42.28902333,-83.73964111,64.58999634,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,6.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,41800,42.28902333,-83.73964111,62.05999756,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,6.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,42000,42.28902333,-83.73964111,62.05999756,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,42900,42.28902333,-83.73964111,58.89999771,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19.5,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,43000,42.28902333,-83.73964111,58.89999771,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,21,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,43100,42.2892825,-83.73914917,58.89999771,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,21,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,43900,42.2892825,-83.73914917,54.00999832,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,21,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,44100,42.2892825,-83.73914917,54.00999832,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,45000,42.2892825,-83.73914917,52.34000015,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19,100,388,NaN,NaN,NaN,NaN
155.5329374,10,2213,45100,42.2892825,-83.73914917,52.34000015,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,12.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,46000,42.2892825,-83.73914917,50,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,12.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,46100,42.28951778,-83.73870361,50,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,47000,42.28951778,-83.73870361,46.39999771,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,48100,42.28951778,-83.73870361,39.5,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,19.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,48200,42.28951778,-83.73870361,39.5,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,18.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,49000,42.28970889,-83.73839556,39.5,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,18.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,49100,42.28970889,-83.73839556,31.05999947,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,18.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,49300,42.28970889,-83.73839556,31.05999947,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,17.5,100,392.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,50200,42.28970889,-83.73839556,26.07999992,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,17.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,50300,42.28970889,-83.73839556,26.07999992,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,15.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,51200,42.28970889,-83.73839556,28.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,15.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,51400,42.28970889,-83.73839556,28.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,52000,42.28984361,-83.73812306,28.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,52200,42.28984361,-83.73812306,33.02000046,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,52400,42.28984361,-83.73812306,33.02000046,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-62.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,53300,42.28984361,-83.73812306,39.46999741,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-62.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,53400,42.28984361,-83.73812306,39.46999741,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-90.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,54300,42.28984361,-83.73812306,45.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-90.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,54500,42.28984361,-83.73812306,45.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-89.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,55000,42.28975417,-83.73774667,45.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-89.5,100,393,NaN,NaN,NaN,NaN
155.5329374,10,2213,55200,42.28975417,-83.73774667,45.06999969,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-89.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,55400,42.28975417,-83.73774667,49.61000061,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-89.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,55500,42.28975417,-83.73774667,49.61000061,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-85.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,56400,42.28975417,-83.73774667,52.69999695,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-85.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,56500,42.28975417,-83.73774667,52.69999695,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-59.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,57400,42.28975417,-83.73774667,54.75,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-59.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,57600,42.28975417,-83.73774667,54.75,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-50.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,58100,42.2894825,-83.73724333,54.75,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-50.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,58500,42.2894825,-83.73724333,56.5399971,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-50.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,58600,42.2894825,-83.73724333,56.5399971,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-39.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,59500,42.2894825,-83.73724333,57.62999725,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-39.5,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,59700,42.2894825,-83.73724333,57.62999725,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,372.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,60200,42.2894825,-83.73724333,57.62999725,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,60600,42.2894825,-83.73724333,58.34000015,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-32,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,60700,42.2894825,-83.73724333,58.34000015,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,61100,42.28926278,-83.73675333,58.34000015,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,61600,42.28926278,-83.73675333,58.13999939,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,61800,42.28926278,-83.73675333,58.13999939,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-7.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,62600,42.28926278,-83.73675333,57.77999878,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-7.5,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,62800,42.28926278,-83.73675333,57.77999878,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-10,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,63700,42.28926278,-83.73675333,57.90999985,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-10,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,63800,42.28926278,-83.73675333,57.90999985,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-29,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,64000,42.28904528,-83.73625583,57.90999985,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-29,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,64700,42.28904528,-83.73625583,58.47999954,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-29,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,64900,42.28904528,-83.73625583,58.47999954,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-24,100,381,NaN,NaN,NaN,NaN
155.5329374,10,2213,65300,42.28904528,-83.73625583,58.47999954,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-24,100,383.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,65800,42.28904528,-83.73625583,58.63999939,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-24,100,383.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,65900,42.28904528,-83.73625583,58.63999939,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18,100,383.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,66800,42.28904528,-83.73625583,58.61999893,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-18,100,383.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,67000,42.28881361,-83.735745,58.61999893,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-27,100,383.5,NaN,NaN,NaN,NaN
155.5329374,10,2213,67800,42.28881361,-83.735745,58.68999863,NaN,NaN,NaN,-2.5,NaN,NaN,1700,1250,-27,100,383.5,NaN,NaN,NaN,NaN
